State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,KARUR,2008,Kharif,Rice,15628,60158
Tamil Nadu,KARUR,2008,Whole Year,Banana,5304,235245
Tamil Nadu,KARUR,2008,Whole Year,Coconut,5293,484000
Tamil Nadu,KARUR,2008,Whole Year,Maize,646,3751
Tamil Nadu,KARUR,2009,Kharif,Rice,15013,64087
Tamil Nadu,KARUR,2009,Whole Year,Banana,5277,234650
Tamil Nadu,KARUR,2009,Whole Year,Coconut,5730,88100
Tamil Nadu,KARUR,2009,Whole Year,Maize,407,2570
Tamil Nadu,KARUR,2010,Kharif,Maize,789,3044
Tamil Nadu,KARUR,2010,Kharif,Rice,14808,56991
Tamil Nadu,KARUR,2011,Kharif,Maize,1319,7494
Tamil Nadu,KARUR,2011,Kharif,Rice,17090,65737
Tamil Nadu,KARUR,2011,Rabi,Maize,35,233
Tamil Nadu,KARUR,2011,Whole Year,Banana,4812,212215
Tamil Nadu,KARUR,2011,Whole Year,Coconut,6155,54300000
Tamil Nadu,KARUR,2012,Kharif,Maize,1239,4349
Tamil Nadu,KARUR,2012,Kharif,Rice,10907,44073
Tamil Nadu,KARUR,2013,Kharif,Maize,1458,9531
Tamil Nadu,KARUR,2013,Kharif,Rice,12565,69898
Tamil Nadu,KARUR,2013,Rabi,Maize,346,1731
Tamil Nadu,KARUR,2013,Whole Year,Banana,2666,160880
Tamil Nadu,KARUR,2013,Whole Year,Coconut,6641,29100000
Tamil Nadu,KRISHNAGIRI,2003,Whole Year,Banana,1024,36224
Tamil Nadu,KRISHNAGIRI,2003,Whole Year,Grapes,108,1766
Tamil Nadu,KRISHNAGIRI,2003,Whole Year,Mango,34626,252436
Tamil Nadu,KRISHNAGIRI,2003,Whole Year,Orange,1,2
Tamil Nadu,KRISHNAGIRI,2003,Whole Year,Papaya,9,0
Tamil Nadu,KRISHNAGIRI,2004,Kharif,Maize,103,113
Tamil Nadu,KRISHNAGIRI,2004,Kharif,Rice,17620,45254
Tamil Nadu,KRISHNAGIRI,2004,Whole Year,Banana,1050,44601
Tamil Nadu,KRISHNAGIRI,2004,Whole Year,Coconut,14049,144600
Tamil Nadu,KRISHNAGIRI,2005,Kharif,Maize,97,
Tamil Nadu,KRISHNAGIRI,2005,Kharif,Rice,21980,57797
Tamil Nadu,KRISHNAGIRI,2005,Whole Year,Banana,1813,89026
Tamil Nadu,KRISHNAGIRI,2005,Whole Year,Coconut,15264,1581
Tamil Nadu,KRISHNAGIRI,2006,Kharif,Rice,17890,51037
Tamil Nadu,KRISHNAGIRI,2006,Whole Year,Banana,2176,116599
Tamil Nadu,KRISHNAGIRI,2006,Whole Year,Coconut,14977,2166
Tamil Nadu,KRISHNAGIRI,2006,Whole Year,Maize,98,518
Tamil Nadu,KRISHNAGIRI,2007,Kharif,Rice,14982,47672
Tamil Nadu,KRISHNAGIRI,2007,Whole Year,Banana,2170,103597
Tamil Nadu,KRISHNAGIRI,2007,Whole Year,Coconut,14464,2060
Tamil Nadu,KRISHNAGIRI,2007,Whole Year,Maize,94,429
Tamil Nadu,KRISHNAGIRI,2008,Kharif,Rice,14621,52303
Tamil Nadu,KRISHNAGIRI,2008,Whole Year,Banana,2251,100063
Tamil Nadu,KRISHNAGIRI,2008,Whole Year,Coconut,14418,1717000
Tamil Nadu,KRISHNAGIRI,2008,Whole Year,Maize,88,284
Tamil Nadu,KRISHNAGIRI,2009,Kharif,Rice,16490,64976
Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Banana,1832,78769
Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Coconut,14109,274900
Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Maize,121,542
Tamil Nadu,KRISHNAGIRI,2010,Kharif,Maize,233,915
Tamil Nadu,KRISHNAGIRI,2010,Kharif,Rice,16337,70126
Tamil Nadu,KRISHNAGIRI,2011,Kharif,Maize,916,5205
Tamil Nadu,KRISHNAGIRI,2011,Kharif,Rice,20111,91443
Tamil Nadu,KRISHNAGIRI,2011,Rabi,Maize,32,213
Tamil Nadu,KRISHNAGIRI,2011,Whole Year,Banana,1768,77252
Tamil Nadu,KRISHNAGIRI,2011,Whole Year,Coconut,15550,297200000
Tamil Nadu,KRISHNAGIRI,2012,Kharif,Maize,981,3418
Tamil Nadu,KRISHNAGIRI,2012,Kharif,Rice,17753,72186
Tamil Nadu,KRISHNAGIRI,2013,Kharif,Maize,3280,21441
Tamil Nadu,KRISHNAGIRI,2013,Kharif,Rice,29704,143404
Tamil Nadu,KRISHNAGIRI,2013,Rabi,Maize,158,790
Tamil Nadu,KRISHNAGIRI,2013,Whole Year,Banana,920,38211
Tamil Nadu,KRISHNAGIRI,2013,Whole Year,Coconut,15781,284600000
Tamil Nadu,MADURAI,1997,Kharif,Banana,1769,54752
Tamil Nadu,MADURAI,1997,Whole Year,Banana,2077,139430
Tamil Nadu,MADURAI,1997,Whole Year,Maize,306,620
Tamil Nadu,MADURAI,1997,Whole Year,Rice,83061,314380
Tamil Nadu,MADURAI,1998,Kharif,Maize,1025,2066
Tamil Nadu,MADURAI,1998,Kharif,Rice,88338,303471
Tamil Nadu,MADURAI,1998,Whole Year,Banana,2126,142723
Tamil Nadu,MADURAI,1999,Kharif,Maize,983,1971
Tamil Nadu,MADURAI,1999,Kharif,Rice,79103,331342
Tamil Nadu,MADURAI,1999,Whole Year,Banana,1769,54752
Tamil Nadu,MADURAI,2000,Kharif,Maize,560,1123
Tamil Nadu,MADURAI,2000,Kharif,Rice,71421,327017
Tamil Nadu,MADURAI,2000,Whole Year,Banana,1577,48810
Tamil Nadu,MADURAI,2001,Kharif,Rice,68131,271590
Tamil Nadu,MADURAI,2002,Kharif,Maize,614,1233
Tamil Nadu,MADURAI,2002,Kharif,Rice,43959,112171
Tamil Nadu,MADURAI,2002,Whole Year,Banana,2136,76779
Tamil Nadu,MADURAI,2002,Whole Year,Coconut,10545,98100
Tamil Nadu,MADURAI,2002,Whole Year,Grapes,3,44
Tamil Nadu,MADURAI,2002,Whole Year,Mango,5647,14344
Tamil Nadu,MADURAI,2002,Whole Year,Orange,1,2
Tamil Nadu,MADURAI,2003,Kharif,Maize,794,1591
Tamil Nadu,MADURAI,2003,Kharif,Rice,23934,65024
Tamil Nadu,MADURAI,2003,Whole Year,Banana,2436,86173
Tamil Nadu,MADURAI,2003,Whole Year,Coconut,10611,74000
Tamil Nadu,MADURAI,2003,Whole Year,Grapes,1,24
Tamil Nadu,MADURAI,2003,Whole Year,Mango,5558,10232
Tamil Nadu,MADURAI,2003,Whole Year,Orange,3,6
Tamil Nadu,MADURAI,2003,Whole Year,Papaya,2,0
Tamil Nadu,MADURAI,2004,Kharif,Maize,826,1657
Tamil Nadu,MADURAI,2004,Kharif,Rice,60368,196583
Tamil Nadu,MADURAI,2004,Whole Year,Banana,2733,116090
Tamil Nadu,MADURAI,2004,Whole Year,Coconut,8470,127000
Tamil Nadu,MADURAI,2005,Kharif,Maize,1471,
Tamil Nadu,MADURAI,2005,Kharif,Rice,70996,234492
Tamil Nadu,MADURAI,2005,Whole Year,Banana,2831,139015
Tamil Nadu,MADURAI,2005,Whole Year,Coconut,10647,1258
Tamil Nadu,MADURAI,2006,Kharif,Rice,67230,267518
Tamil Nadu,MADURAI,2006,Whole Year,Banana,2766,148214
Tamil Nadu,MADURAI,2006,Whole Year,Coconut,10784,1899
Tamil Nadu,MADURAI,2006,Whole Year,Maize,2014,5653
Tamil Nadu,MADURAI,2007,Kharif,Rice,61864,214880
Tamil Nadu,MADURAI,2007,Whole Year,Banana,2792,133292
Tamil Nadu,MADURAI,2007,Whole Year,Coconut,10660,1675
Tamil Nadu,MADURAI,2007,Whole Year,Maize,4359,11557
Tamil Nadu,MADURAI,2008,Kharif,Rice,66699,267228
Tamil Nadu,MADURAI,2008,Whole Year,Banana,2680,134413
Tamil Nadu,MADURAI,2008,Whole Year,Coconut,10860,1941000
Tamil Nadu,MADURAI,2008,Whole Year,Maize,4608,15014
Tamil Nadu,MADURAI,2009,Kharif,Rice,50986,203616
Tamil Nadu,MADURAI,2009,Whole Year,Banana,2504,107662
Tamil Nadu,MADURAI,2009,Whole Year,Coconut,11072,155400
Tamil Nadu,MADURAI,2009,Whole Year,Maize,4553,14042
Tamil Nadu,MADURAI,2010,Kharif,Maize,3848,15238
Tamil Nadu,MADURAI,2010,Kharif,Rice,61064,260055
Tamil Nadu,MADURAI,2011,Kharif,Maize,4833,18675
Tamil Nadu,MADURAI,2011,Kharif,Rice,65635,304235
Tamil Nadu,MADURAI,2011,Rabi,Maize,889,5911
Tamil Nadu,MADURAI,2011,Whole Year,Banana,2370,103556
Tamil Nadu,MADURAI,2011,Whole Year,Coconut,11382,177300000
Tamil Nadu,MADURAI,2012,Kharif,Maize,7033,14740
Tamil Nadu,MADURAI,2012,Kharif,Rice,18024,65000
Tamil Nadu,MADURAI,2013,Kharif,Maize,4660,18918
Tamil Nadu,MADURAI,2013,Kharif,Rice,35268,163965
Tamil Nadu,MADURAI,2013,Rabi,Maize,3368,16847
Tamil Nadu,MADURAI,2013,Whole Year,Banana,2427,100803
Tamil Nadu,MADURAI,2013,Whole Year,Coconut,11305,157800000
Tamil Nadu,NAGAPATTINAM,1997,Kharif,Banana,575,14622
Tamil Nadu,NAGAPATTINAM,1997,Whole Year,Banana,556,26820
Tamil Nadu,NAGAPATTINAM,1997,Whole Year,Maize,59,150
Tamil Nadu,NAGAPATTINAM,1997,Whole Year,Rice,156953,269630
Tamil Nadu,NAGAPATTINAM,1998,Kharif,Maize,14,37
Tamil Nadu,NAGAPATTINAM,1998,Kharif,Rice,159249,551392
Tamil Nadu,NAGAPATTINAM,1998,Whole Year,Banana,541,15747
Tamil Nadu,NAGAPATTINAM,1999,Kharif,Maize,11,29
Tamil Nadu,NAGAPATTINAM,1999,Kharif,Rice,162381,518670
Tamil Nadu,NAGAPATTINAM,1999,Whole Year,Banana,575,14622
Tamil Nadu,NAGAPATTINAM,2000,Kharif,Rice,168155,556041
Tamil Nadu,NAGAPATTINAM,2000,Whole Year,Banana,38,966
Tamil Nadu,NAGAPATTINAM,2001,Kharif,Rice,168265,427500
Tamil Nadu,NAGAPATTINAM,2002,Kharif,Maize,2,5
Tamil Nadu,NAGAPATTINAM,2002,Kharif,Rice,137724,159449
Tamil Nadu,NAGAPATTINAM,2002,Whole Year,Banana,750,27715
Tamil Nadu,NAGAPATTINAM,2002,Whole Year,Coconut,3660,25900
Tamil Nadu,NAGAPATTINAM,2002,Whole Year,Mango,1057,6333
Tamil Nadu,NAGAPATTINAM,2003,Kharif,Maize,62,164
Tamil Nadu,NAGAPATTINAM,2003,Kharif,Rice,136039,259866
Tamil Nadu,NAGAPATTINAM,2003,Whole Year,Banana,537,18996
Tamil Nadu,NAGAPATTINAM,2003,Whole Year,Coconut,3808,38900
Tamil Nadu,NAGAPATTINAM,2003,Whole Year,Mango,1239,5148
Tamil Nadu,NAGAPATTINAM,2004,Kharif,Maize,29,75
Tamil Nadu,NAGAPATTINAM,2004,Kharif,Rice,153139,140662
Tamil Nadu,NAGAPATTINAM,2004,Whole Year,Banana,533,22640
Tamil Nadu,NAGAPATTINAM,2004,Whole Year,Coconut,3847,39900
Tamil Nadu,NAGAPATTINAM,2005,Kharif,Maize,15,
Tamil Nadu,NAGAPATTINAM,2005,Kharif,Rice,158100,136637
Tamil Nadu,NAGAPATTINAM,2005,Whole Year,Banana,616,30248
Tamil Nadu,NAGAPATTINAM,2005,Whole Year,Coconut,3850,546
Tamil Nadu,NAGAPATTINAM,2006,Kharif,Rice,165714,630607
Tamil Nadu,NAGAPATTINAM,2006,Whole Year,Banana,613,32847
Tamil Nadu,NAGAPATTINAM,2006,Whole Year,Coconut,4148,627
Tamil Nadu,NAGAPATTINAM,2006,Whole Year,Maize,7,37
Tamil Nadu,NAGAPATTINAM,2007,Kharif,Rice,154040,289317
Tamil Nadu,NAGAPATTINAM,2007,Whole Year,Banana,609,29074
Tamil Nadu,NAGAPATTINAM,2007,Whole Year,Coconut,4241,604
Tamil Nadu,NAGAPATTINAM,2007,Whole Year,Maize,5,27
Tamil Nadu,NAGAPATTINAM,2008,Kharif,Rice,170840,225147
Tamil Nadu,NAGAPATTINAM,2008,Whole Year,Banana,578,25694
Tamil Nadu,NAGAPATTINAM,2008,Whole Year,Coconut,4176,817000
Tamil Nadu,NAGAPATTINAM,2008,Whole Year,Maize,27,162
Tamil Nadu,NAGAPATTINAM,2009,Kharif,Rice,157855,432029
Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Banana,640,27518
Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Coconut,4105,94500
Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Maize,6,38
Tamil Nadu,NAGAPATTINAM,2010,Kharif,Maize,24,93
Tamil Nadu,NAGAPATTINAM,2010,Kharif,Rice,156049,321506
Tamil Nadu,NAGAPATTINAM,2011,Kharif,Maize,17,97
Tamil Nadu,NAGAPATTINAM,2011,Kharif,Rice,170042,577026
Tamil Nadu,NAGAPATTINAM,2011,Whole Year,Banana,645,28183
Tamil Nadu,NAGAPATTINAM,2011,Whole Year,Coconut,4026,55400000
Tamil Nadu,NAGAPATTINAM,2012,Kharif,Maize,30,104
Tamil Nadu,NAGAPATTINAM,2012,Kharif,Rice,142210,201553
Tamil Nadu,NAGAPATTINAM,2013,Kharif,Maize,19,124
Tamil Nadu,NAGAPATTINAM,2013,Kharif,Rice,154750,605329
Tamil Nadu,NAGAPATTINAM,2013,Rabi,Maize,3,15
Tamil Nadu,NAGAPATTINAM,2013,Whole Year,Banana,575,23882
Tamil Nadu,NAGAPATTINAM,2013,Whole Year,Coconut,3854,44600000
Tamil Nadu,NAMAKKAL,1997,Kharif,Banana,1239,27016
Tamil Nadu,NAMAKKAL,1997,Whole Year,Banana,1280,42260
Tamil Nadu,NAMAKKAL,1997,Whole Year,Maize,705,1310
Tamil Nadu,NAMAKKAL,1997,Whole Year,Rice,23983,99150
Tamil Nadu,NAMAKKAL,1998,Kharif,Maize,447,831
Tamil Nadu,NAMAKKAL,1998,Kharif,Rice,24167,83225
Tamil Nadu,NAMAKKAL,1998,Whole Year,Banana,749,24727
Tamil Nadu,NAMAKKAL,1999,Kharif,Maize,566,911
Tamil Nadu,NAMAKKAL,1999,Kharif,Rice,22710,105619
Tamil Nadu,NAMAKKAL,1999,Whole Year,Banana,1239,27016
Tamil Nadu,NAMAKKAL,2000,Kharif,Maize,581,935
Tamil Nadu,NAMAKKAL,2000,Kharif,Rice,21456,100757
Tamil Nadu,NAMAKKAL,2000,Whole Year,Banana,4746,103484
Tamil Nadu,NAMAKKAL,2001,Kharif,Rice,21361,97610
Tamil Nadu,NAMAKKAL,2002,Kharif,Maize,427,796
Tamil Nadu,NAMAKKAL,2002,Kharif,Rice,9442,34968
Tamil Nadu,NAMAKKAL,2002,Whole Year,Banana,898,33184
Tamil Nadu,NAMAKKAL,2002,Whole Year,Coconut,2174,21000
Tamil Nadu,NAMAKKAL,2002,Whole Year,Grapes,1,15
Tamil Nadu,NAMAKKAL,2002,Whole Year,Mango,1026,6148
Tamil Nadu,NAMAKKAL,2002,Whole Year,Orange,51,79
Tamil Nadu,NAMAKKAL,2002,Whole Year,Papaya,1,0
Tamil Nadu,NAMAKKAL,2003,Kharif,Maize,626,1167
Tamil Nadu,NAMAKKAL,2003,Kharif,Rice,7479,24358
Tamil Nadu,NAMAKKAL,2003,Whole Year,Banana,1523,53876
Tamil Nadu,NAMAKKAL,2003,Whole Year,Coconut,3715,36400
Tamil Nadu,NAMAKKAL,2003,Whole Year,Grapes,3,72
Tamil Nadu,NAMAKKAL,2003,Whole Year,Mango,965,4009
Tamil Nadu,NAMAKKAL,2003,Whole Year,Orange,107,210
Tamil Nadu,NAMAKKAL,2004,Kharif,Maize,1975,3682
Tamil Nadu,NAMAKKAL,2004,Kharif,Rice,9042,28793
Tamil Nadu,NAMAKKAL,2004,Whole Year,Banana,902,38314
Tamil Nadu,NAMAKKAL,2004,Whole Year,Coconut,3841,44700
Tamil Nadu,NAMAKKAL,2005,Kharif,Maize,2239,
Tamil Nadu,NAMAKKAL,2005,Kharif,Rice,18833,68849
Tamil Nadu,NAMAKKAL,2005,Whole Year,Banana,2005,98454
Tamil Nadu,NAMAKKAL,2005,Whole Year,Coconut,5119,832
Tamil Nadu,NAMAKKAL,2006,Kharif,Rice,15222,57678
Tamil Nadu,NAMAKKAL,2006,Whole Year,Banana,2432,130317
Tamil Nadu,NAMAKKAL,2006,Whole Year,Coconut,5108,660
Tamil Nadu,NAMAKKAL,2006,Whole Year,Maize,2764,14053
Tamil Nadu,NAMAKKAL,2007,Kharif,Rice,12205,45300
Tamil Nadu,NAMAKKAL,2007,Whole Year,Banana,2522,120402
Tamil Nadu,NAMAKKAL,2007,Whole Year,Coconut,5434,990
Tamil Nadu,NAMAKKAL,2007,Whole Year,Maize,4377,24088
Tamil Nadu,NAMAKKAL,2008,Kharif,Rice,13909,67301
Tamil Nadu,NAMAKKAL,2008,Whole Year,Banana,2705,120244
Tamil Nadu,NAMAKKAL,2008,Whole Year,Coconut,6082,940000
Tamil Nadu,NAMAKKAL,2008,Whole Year,Maize,7937,43589
Tamil Nadu,NAMAKKAL,2009,Kharif,Rice,10687,45946
Tamil Nadu,NAMAKKAL,2009,Whole Year,Banana,2610,112220
Tamil Nadu,NAMAKKAL,2009,Whole Year,Coconut,6623,109800
Tamil Nadu,NAMAKKAL,2009,Whole Year,Maize,5323,27470
Tamil Nadu,NAMAKKAL,2010,Kharif,Maize,9097,65298
Tamil Nadu,NAMAKKAL,2010,Kharif,Rice,14058,53956
Tamil Nadu,NAMAKKAL,2011,Kharif,Maize,3474,19739
Tamil Nadu,NAMAKKAL,2011,Kharif,Rice,8129,35747
Tamil Nadu,NAMAKKAL,2011,Rabi,Maize,3181,21152
Tamil Nadu,NAMAKKAL,2011,Whole Year,Banana,2928,127938
Tamil Nadu,NAMAKKAL,2011,Whole Year,Coconut,7466,113900000
Tamil Nadu,NAMAKKAL,2012,Kharif,Maize,8451,35427
Tamil Nadu,NAMAKKAL,2012,Kharif,Rice,5545,20254
Tamil Nadu,NAMAKKAL,2013,Kharif,Maize,4715,39255
Tamil Nadu,NAMAKKAL,2013,Kharif,Rice,9180,50983
Tamil Nadu,NAMAKKAL,2013,Rabi,Maize,5314,45483
Tamil Nadu,NAMAKKAL,2013,Whole Year,Banana,1716,52243
Tamil Nadu,NAMAKKAL,2013,Whole Year,Coconut,7793,67600000
Tamil Nadu,PERAMBALUR,1997,Kharif,Banana,372,13261
Tamil Nadu,PERAMBALUR,1997,Whole Year,Banana,260,16480
Tamil Nadu,PERAMBALUR,1997,Whole Year,Maize,351,420
Tamil Nadu,PERAMBALUR,1997,Whole Year,Rice,49849,152820
Tamil Nadu,PERAMBALUR,1998,Kharif,Maize,468,556
Tamil Nadu,PERAMBALUR,1998,Kharif,Rice,47814,164567
Tamil Nadu,PERAMBALUR,1998,Whole Year,Banana,474,30043
Tamil Nadu,PERAMBALUR,1999,Kharif,Maize,668,1075
Tamil Nadu,PERAMBALUR,1999,Kharif,Rice,45376,146412
Tamil Nadu,PERAMBALUR,1999,Whole Year,Banana,372,13261
Tamil Nadu,PERAMBALUR,2000,Kharif,Maize,5577,8977
Tamil Nadu,PERAMBALUR,2000,Kharif,Rice,43993,153058
Tamil Nadu,PERAMBALUR,2000,Whole Year,Banana,270,9625
Tamil Nadu,PERAMBALUR,2001,Kharif,Rice,48734,118710
Tamil Nadu,PERAMBALUR,2002,Kharif,Maize,23042,27297
Tamil Nadu,PERAMBALUR,2002,Kharif,Rice,35879,60512
Tamil Nadu,PERAMBALUR,2002,Whole Year,Banana,277,10236
Tamil Nadu,PERAMBALUR,2002,Whole Year,Coconut,882,5500
Tamil Nadu,PERAMBALUR,2002,Whole Year,Grapes,1,15
Tamil Nadu,PERAMBALUR,2002,Whole Year,Mango,693,4152
Tamil Nadu,PERAMBALUR,2002,Whole Year,Orange,2,3
Tamil Nadu,PERAMBALUR,2002,Whole Year,Papaya,1,0
Tamil Nadu,PERAMBALUR,2003,Kharif,Maize,36861,43581
Tamil Nadu,PERAMBALUR,2003,Kharif,Rice,36382,85910
Tamil Nadu,PERAMBALUR,2003,Whole Year,Banana,304,10754
Tamil Nadu,PERAMBALUR,2003,Whole Year,Coconut,872,9200
Tamil Nadu,PERAMBALUR,2003,Whole Year,Mango,714,2966
Tamil Nadu,PERAMBALUR,2003,Whole Year,Orange,1,2
Tamil Nadu,PERAMBALUR,2004,Kharif,Maize,57423,67998
Tamil Nadu,PERAMBALUR,2004,Kharif,Rice,46434,108510
Tamil Nadu,PERAMBALUR,2004,Whole Year,Banana,344,14612
Tamil Nadu,PERAMBALUR,2004,Whole Year,Coconut,885,9200
Tamil Nadu,PERAMBALUR,2005,Kharif,Maize,59228,
Tamil Nadu,PERAMBALUR,2005,Kharif,Rice,45952,114562
Tamil Nadu,PERAMBALUR,2005,Whole Year,Banana,332,16303
Tamil Nadu,PERAMBALUR,2005,Whole Year,Coconut,848,63
Tamil Nadu,PERAMBALUR,2006,Kharif,Rice,41930,131983
Tamil Nadu,PERAMBALUR,2006,Whole Year,Banana,335,17951
Tamil Nadu,PERAMBALUR,2006,Whole Year,Coconut,892,49
Tamil Nadu,PERAMBALUR,2006,Whole Year,Maize,54235,114750
Tamil Nadu,PERAMBALUR,2007,Kharif,Rice,38121,95428
Tamil Nadu,PERAMBALUR,2007,Whole Year,Banana,350,16709
Tamil Nadu,PERAMBALUR,2007,Whole Year,Coconut,926,47
Tamil Nadu,PERAMBALUR,2007,Whole Year,Maize,56337,68180
Tamil Nadu,PERAMBALUR,2008,Kharif,Rice,12399,113794
Tamil Nadu,PERAMBALUR,2008,Whole Year,Banana,196,17159
Tamil Nadu,PERAMBALUR,2008,Whole Year,Coconut,569,73000
Tamil Nadu,PERAMBALUR,2008,Whole Year,Maize,38864,71441
Tamil Nadu,PERAMBALUR,2009,Kharif,Rice,12089,42372
Tamil Nadu,PERAMBALUR,2009,Whole Year,Banana,214,9201
Tamil Nadu,PERAMBALUR,2009,Whole Year,Coconut,564,9800
Tamil Nadu,PERAMBALUR,2009,Whole Year,Maize,39046,83422
Tamil Nadu,PERAMBALUR,2010,Kharif,Maize,32108,89070
Tamil Nadu,PERAMBALUR,2010,Kharif,Rice,14245,54714
Tamil Nadu,PERAMBALUR,2011,Kharif,Maize,39572,227368
Tamil Nadu,PERAMBALUR,2011,Kharif,Rice,13099,58475
Tamil Nadu,PERAMBALUR,2011,Rabi,Maize,1176,7820
Tamil Nadu,PERAMBALUR,2011,Whole Year,Banana,188,8215
Tamil Nadu,PERAMBALUR,2011,Whole Year,Coconut,560,7700000
Tamil Nadu,PERAMBALUR,2012,Kharif,Maize,45747,88756
Tamil Nadu,PERAMBALUR,2012,Kharif,Rice,7299,20892
Tamil Nadu,PERAMBALUR,2013,Kharif,Maize,45661,354692
Tamil Nadu,PERAMBALUR,2013,Kharif,Rice,7175,36163
Tamil Nadu,PERAMBALUR,2013,Rabi,Maize,2076,10384
Tamil Nadu,PERAMBALUR,2013,Whole Year,Banana,182,7559
Tamil Nadu,PERAMBALUR,2013,Whole Year,Coconut,715,4500000
Tamil Nadu,PUDUKKOTTAI,1997,Kharif,Banana,3558,106791
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,Banana,3520,170370
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,Maize,184,380
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,Rice,88303,242810
Tamil Nadu,PUDUKKOTTAI,1998,Kharif,Maize,1004,2073
Tamil Nadu,PUDUKKOTTAI,1998,Kharif,Rice,107199,368902
Tamil Nadu,PUDUKKOTTAI,1998,Whole Year,Banana,3546,171623
Tamil Nadu,PUDUKKOTTAI,1999,Kharif,Maize,1675,3474
Tamil Nadu,PUDUKKOTTAI,1999,Kharif,Rice,102047,347210
Tamil Nadu,PUDUKKOTTAI,1999,Whole Year,Banana,3558,106791
Tamil Nadu,PUDUKKOTTAI,2000,Kharif,Maize,1217,2524
Tamil Nadu,PUDUKKOTTAI,2000,Kharif,Rice,97289,349674
Tamil Nadu,PUDUKKOTTAI,2000,Whole Year,Banana,2550,76537
Tamil Nadu,PUDUKKOTTAI,2001,Kharif,Rice,83500,220600
Tamil Nadu,PUDUKKOTTAI,2002,Kharif,Maize,233,479
Tamil Nadu,PUDUKKOTTAI,2002,Kharif,Rice,76443,158377
Tamil Nadu,PUDUKKOTTAI,2002,Whole Year,Banana,3443,170257
Tamil Nadu,PUDUKKOTTAI,2002,Whole Year,Coconut,5105,25600
Tamil Nadu,PUDUKKOTTAI,2002,Whole Year,Mango,594,3559
Tamil Nadu,PUDUKKOTTAI,2003,Kharif,Maize,202,415
Tamil Nadu,PUDUKKOTTAI,2003,Kharif,Rice,79768,146603
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year,Banana,3519,177570
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year,Coconut,5199,42100
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year,Mango,625,2597
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year,Papaya,3,0
Tamil Nadu,PUDUKKOTTAI,2004,Kharif,Maize,914,1877
Tamil Nadu,PUDUKKOTTAI,2004,Kharif,Rice,94032,277277
Tamil Nadu,PUDUKKOTTAI,2004,Whole Year,Banana,3996,187780
Tamil Nadu,PUDUKKOTTAI,2004,Whole Year,Coconut,5636,30800
Tamil Nadu,PUDUKKOTTAI,2005,Kharif,Maize,953,
Tamil Nadu,PUDUKKOTTAI,2005,Kharif,Rice,95986,232568
Tamil Nadu,PUDUKKOTTAI,2005,Whole Year,Banana,4050,204626
Tamil Nadu,PUDUKKOTTAI,2005,Whole Year,Coconut,6038,596
Tamil Nadu,PUDUKKOTTAI,2006,Kharif,Rice,93365,283985
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,Banana,3736,238141
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,Coconut,6389,760
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,Maize,1555,12962
Tamil Nadu,PUDUKKOTTAI,2007,Kharif,Rice,88665,159552
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,Banana,3135,174881
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,Coconut,6801,1027
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,Maize,2309,14301
Tamil Nadu,PUDUKKOTTAI,2008,Kharif,Rice,96386,179770
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,Banana,3617,165895
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,Coconut,6916,969000
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,Maize,3507,20803
Tamil Nadu,PUDUKKOTTAI,2009,Kharif,Rice,95302,188449
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,Banana,3426,219614
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,Coconut,7233,74100
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,Maize,3061,22889
Tamil Nadu,PUDUKKOTTAI,2010,Kharif,Maize,2888,20732
Tamil Nadu,PUDUKKOTTAI,2010,Kharif,Rice,92901,208874
Tamil Nadu,PUDUKKOTTAI,2011,Kharif,Maize,3098,25106
Tamil Nadu,PUDUKKOTTAI,2011,Kharif,Rice,92590,334264
Tamil Nadu,PUDUKKOTTAI,2011,Rabi,Maize,1659,11031
Tamil Nadu,PUDUKKOTTAI,2011,Whole Year,Banana,3123,206796
Tamil Nadu,PUDUKKOTTAI,2011,Whole Year,Coconut,8639,125800000
Tamil Nadu,PUDUKKOTTAI,2012,Kharif,Maize,4022,23141
